"id","skill_name","level","question_type","prompt","options","correct_answer","explanation"
"cf09edeb-af17-4c05-a821-946d3e31cce8","Python Programming","beginner","mcq","Which keyword is used to define a function in Python?","[""func"", ""def"", ""function"", ""lambda""]","def","'def' introduces a function definition in Python."
"99b7fd18-b021-4bea-9427-dbcd9d9f2768","Python Programming","beginner","text","What is the difference between a list and a tuple in Python?","","Lists are mutable and defined with [], tuples are immutable and defined with ().","Once created, a tuple's contents cannot change, while a list supports in-place modification."
"f3c74fb0-29ff-4f3e-91c5-8399bd44fb28","Python Programming","beginner","mcq","What is the output of 3 // 2 in Python?","[""1.5"", ""1"", ""2"", ""1.0""]","1","The '//' operator performs floor (integer) division, so 3 // 2 truncates to 1."
"f918f41b-0ce3-441d-ab86-3ca27d54d390","Python Programming","beginner","code","What does this print?
x = [1, 2, 3]
y = x
y.append(4)
print(x)","","[1, 2, 3, 4]","y = x makes y reference the same list object as x, so mutating y also affects x."
"23d17735-9b8b-4342-9cdb-9d16eb0e0927","Python Programming","beginner","mcq","Which method converts all characters in a string to lowercase?","["".lower()"", "".casefold()"", "".strip()"", "".lowercase()""]",".lower()","str.lower() returns a copy of the string with all characters converted to lowercase."
"da580a6b-c18e-4797-b09c-f696ab122653","Python Programming","intermediate","code","What is printed?
def add_item(item, items=[]):
    items.append(item)
    return items
print(add_item(1))
print(add_item(2))","","[1]
[1, 2]","Default mutable arguments are created once at function definition time and persist across calls, a classic Python gotcha."
"78e39e82-9e9f-4dc0-bd4f-910fb0ccd24e","Python Programming","intermediate","mcq","What does a Python list comprehension like [x**2 for x in range(5) if x % 2 == 0] produce?","[""[0, 4, 16]"", ""[0, 1, 4, 9, 16]"", ""[1, 9]"", ""[0, 2, 4]""]","[0, 4, 16]","It squares only even x values from 0-4: 0, 2, 4 squared give 0, 4, 16."
"0110677c-f87c-4d54-b41b-fd7fa48498ff","Python Programming","intermediate","text","What is the difference between '*args' and '**kwargs' in a function signature?","","*args collects extra positional arguments into a tuple; **kwargs collects extra keyword arguments into a dict.","They allow functions to accept a variable number of positional or named arguments respectively."
"6e99f135-8c1a-4619-a951-51e0e887eb68","Python Programming","intermediate","mcq","What does the 'with' statement do when opening a file?","[""Opens the file in binary mode always"", ""Automatically closes the file when the block exits, even on exceptions"", ""Prevents the file from being read"", ""Opens multiple files simultaneously only""]","Automatically closes the file when the block exits, even on exceptions","'with' uses a context manager that guarantees cleanup (closing the file) via __exit__, even if an exception occurs."
"a9db6321-ab8a-4999-a049-29a2b8390207","Python Programming","intermediate","code","What does this output?
try:
    print(1 / 0)
except ZeroDivisionError:
    print('caught')
finally:
    print('done')","","caught
done","The ZeroDivisionError is caught by the except block, and 'finally' always runs afterward regardless of exceptions."
"d2044b1f-e9e3-47e4-9644-e94627584145","Python Programming","intermediate","mcq","Which of these correctly creates a generator?","[""def f(): return (x for x in range(10))"", ""def f(): yield from range(10)"", ""Both A and B create generators"", ""def f(): return [x for x in range(10)]""]","Both A and B create generators","A generator expression itself is a generator (returning it just passes it along), and any function containing 'yield' becomes a generator function."
"44cf0981-e992-4175-90e4-e67a1db926fc","Python Programming","intermediate","text","Explain what a Python decorator is and give a use case.","","A decorator is a function that wraps another function to extend its behavior without modifying its source, e.g. logging, timing, or access control via @wraps.","Decorators use higher-order functions to inject behavior before/after the wrapped function call."
"316949a2-8b19-46ca-b518-a11465753f9c","Python Programming","advanced","text","What is the Global Interpreter Lock (GIL) and how does it affect multithreaded CPU-bound Python code?","","The GIL is a mutex that allows only one thread to execute Python bytecode at a time, so CPU-bound multithreading doesn't achieve true parallelism; multiprocessing or C extensions releasing the GIL are used instead.","The GIL serializes bytecode execution in CPython, limiting threads to concurrency benefits for I/O-bound tasks rather than CPU-bound parallel speedup."
"e922103d-b2e7-409d-942e-aef01e7f6f11","Python Programming","advanced","code","What is printed and why?
class A:
    x = []
    def add(self, v):
        self.x.append(v)
a, b = A(), A()
a.add(1)
b.add(2)
print(a.x)","","[1, 2]","x is a class attribute shared by all instances since it's never reassigned to an instance attribute, so both a and b mutate the same list."
"b4a15b73-f282-4707-8af9-0ca8b403c950","Python Programming","advanced","mcq","What does Python's MRO (Method Resolution Order) use to resolve multiple inheritance?","[""Depth-first only"", ""C3 linearization algorithm"", ""Alphabetical order of class names"", ""Random selection""]","C3 linearization algorithm","CPython uses C3 linearization to produce a consistent, monotonic method resolution order across the inheritance graph."
"94a1e45a-3984-4218-bee5-fd5344da4e32","Python Programming","advanced","mcq","What is the main benefit of using '__slots__' in a class?","[""Faster method calls"", ""Reduces memory usage by preventing per-instance __dict__ creation"", ""Enables multiple inheritance"", ""Automatically makes the class immutable""]","Reduces memory usage by preventing per-instance __dict__ creation","__slots__ tells Python to allocate fixed space for a defined set of attributes instead of a per-instance dict, saving memory."
"65083e75-93e9-4034-82db-6257ee5ad91d","Python Programming","advanced","code","What does this print?
async def foo():
    return 1
import asyncio
result = foo()
print(type(result))","","<class 'coroutine'>","Calling an async function does not execute it immediately; it returns a coroutine object that must be awaited or scheduled."
"f4b93b75-708b-4cf9-add0-3b402adae824","Python Programming","advanced","text","Explain the difference between shallow copy and deep copy in Python.","","A shallow copy (copy.copy) duplicates the outer object but nested objects remain shared references; a deep copy (copy.deepcopy) recursively duplicates all nested objects too.","Shallow copies share references to mutable nested structures, so mutating them affects both copies, unlike deep copies."
"a3221ef6-ba36-4398-8211-82ae4d0b26fd","React","beginner","mcq","What is JSX?","[""A CSS preprocessor"", ""A syntax extension that lets you write HTML-like code in JavaScript"", ""A JSON schema validator"", ""A React testing library""]","A syntax extension that lets you write HTML-like code in JavaScript","JSX compiles to React.createElement calls, allowing HTML-like markup directly inside JavaScript."
"e0538c9c-c3c2-4923-81e1-f734b79ab768","React","beginner","mcq","Which hook is used to add state to a functional component?","[""useEffect"", ""useState"", ""useRef"", ""useContext""]","useState","useState returns a state variable and a setter function, enabling state in function components."
"eb3baf51-f8c6-4be0-a255-96259e32f338","React","beginner","mcq","How do you pass data from a parent component to a child component?","[""Using state"", ""Using props"", ""Using refs"", ""Using context only""]","Using props","Props are read-only attributes passed from parent to child components in React's unidirectional data flow."
"903ff419-b909-47e5-8809-18c62b59dfe9","React","beginner","text","What is the virtual DOM and why does React use it?","","It's an in-memory representation of the real DOM; React diffs it against previous versions to compute minimal updates, improving rendering performance.","Reconciliation against the virtual DOM avoids costly direct DOM manipulation for every state change."
"c3a49d24-9583-4cf0-ab5f-caaccd7af444","React","beginner","mcq","What must every list item rendered with .map() in React have?","[""A unique 'key' prop"", ""An inline style"", ""A ref"", ""A className""]","A unique 'key' prop","Keys help React identify which items changed, were added, or removed for efficient reconciliation."
"b8fc90ff-82db-440b-80c5-b0ce0ccf5053","React","beginner","code","What happens when this button is clicked?
function Counter() {
  const [count, setCount] = useState(0);
  return <button onClick={() => setCount(count + 1)}>{count}</button>;
}","","The displayed count increments by 1 each click, since setCount triggers a re-render with the new state.","Calling the state setter schedules a re-render with the updated count value."
"5f2446e3-d9e2-47b8-ad54-19399607c995","React","beginner","mcq","What is the correct way to conditionally render a component in JSX?","[""Using if-statements directly inside JSX tags"", ""Using the ternary operator or && inside curly braces"", ""Using a for loop inside JSX"", ""React does not support conditional rendering""]","Using the ternary operator or && inside curly braces","JSX expressions support ternaries and logical && inside {} since JSX itself can't contain raw if-statements."
"812c81c2-3f81-4904-8e4f-a613126766a4","React","intermediate","code","What bug exists here?
useEffect(() => {
  fetchData(id).then(setData);
}, []);","","The effect only runs once on mount; if 'id' changes later, fetchData won't re-run. 'id' should be added to the dependency array.","An empty dependency array means the effect never re-runs even though it references the external variable 'id'."
"df9e600e-13f9-4d07-b62c-c82cf502bdfb","React","intermediate","mcq","What is the purpose of useCallback?","[""To memoize a function reference between renders"", ""To memoize a computed value"", ""To manage side effects"", ""To force a re-render""]","To memoize a function reference between renders","useCallback returns the same function instance across renders unless dependencies change, useful to prevent unnecessary child re-renders."
"ea7af28c-4a24-45f6-812b-3394a6cdac06","React","intermediate","mcq","What triggers a React functional component to re-render?","[""Only prop changes"", ""State changes, prop changes, or parent re-renders"", ""Only when forceUpdate is called"", ""Only context changes""]","State changes, prop changes, or parent re-renders","React re-renders a component when its own state/props change, or when its parent re-renders (absent memoization)."
"350fba57-d5a4-4d0e-a912-06e0633ad523","React","intermediate","text","What problem does the Context API solve?","","It avoids prop drilling by allowing data to be shared across the component tree without passing props manually at every level.","Context provides a way to pass values deeply into the component tree without threading props through intermediate components."
"27657501-b7b2-4e5f-ae2f-412efd2ed46e","React","intermediate","code","Why might this cause an infinite loop?
function Comp() {
  const [data, setData] = useState({});
  useEffect(() => {
    setData({ ...data, updated: true });
  });
  return <div />;
}","","The effect has no dependency array, so it runs after every render, and setData triggers a new render each time, creating an infinite loop.","Without a dependency array, useEffect runs on every render; since it always sets new state, it keeps re-triggering renders."
"8564e6a9-7c0a-41f8-a123-fb969f763ace","React","intermediate","mcq","What is the correct use of useRef?","[""To store a mutable value that doesn't trigger re-render when changed"", ""To trigger a re-render on every state update"", ""To replace useState entirely"", ""To manage global state across components""]","To store a mutable value that doesn't trigger re-render when changed","useRef returns a mutable ref object whose .current property persists across renders without causing re-renders."
"43adbc37-449c-42aa-85e7-c06b4025e703","React","intermediate","mcq","What does React.memo do?","[""Memoizes a component to skip re-rendering when props are unchanged"", ""Caches API responses"", ""Prevents state updates"", ""Converts class components to functions""]","Memoizes a component to skip re-rendering when props are unchanged","React.memo performs a shallow prop comparison and skips re-rendering the wrapped component if props are equal."
"def3ca43-d814-42b3-b510-64bdb507efbf","React","advanced","text","Explain React's reconciliation algorithm and the role of keys in list diffing.","","React diffs the new virtual DOM tree against the old one using heuristics (same type = update, different type = replace); keys let React match list items across renders even if order changes, avoiding unnecessary unmounts/remounts.","Keys give stable identity to list elements, allowing React's diffing algorithm to reorder/reuse DOM nodes instead of destroying and recreating them."
"1def1b9f-17d3-4a1f-ba52-d8f3163f7677","React","advanced","code","What issue does this custom hook have?
function useFetch(url) {
  const [data, setData] = useState(null);
  useEffect(() => {
    fetch(url).then(r => r.json()).then(setData);
  }, [url]);
  return data;
}","","No cleanup/cancellation: if the component unmounts or url changes before the fetch resolves, it can call setData on an unmounted component or set stale data (race condition). Fix with an AbortController or an 'ignore' flag.","Without cancellation logic, a slower earlier request can resolve after a newer one, overwriting fresher data with stale data."
"a7bcb278-9526-40dd-893c-d1e8a1f3968a","React","advanced","mcq","What is the main purpose of React's Fiber architecture?","[""To enable incremental, interruptible rendering with prioritization"", ""To replace JSX with plain JS"", ""To manage CSS-in-JS"", ""To handle routing""]","To enable incremental, interruptible rendering with prioritization","Fiber reimplemented the reconciler to allow React to pause, abort, or prioritize rendering work, enabling features like concurrent mode."
"e4ee030b-2028-4f60-9350-1d81ed9e1120","React","advanced","mcq","In React 18, what is the purpose of automatic batching?","[""Batching multiple state updates into a single re-render even in promises/timeouts/native handlers"", ""Batching network requests"", ""Combining CSS files"", ""Preventing all re-renders""]","Batching multiple state updates into a single re-render even in promises/timeouts/native handlers","React 18 extends batching beyond React event handlers to async callbacks, reducing redundant renders."
"188525cb-5b28-46ee-b81b-9dcab26f7ffd","React","advanced","text","What are the rules of hooks and why must hooks not be called conditionally?","","Hooks must be called at the top level, in the same order every render, because React tracks hook state by call order internally; conditional calls would misalign state between hooks.","React relies on consistent call order to associate each useState/useEffect call with its internal fiber-linked state slot."
"65daceb1-efc6-4b59-b2d3-16b4a402d928","React","advanced","code","What does this output and why is it a common mistake?
function Comp({items}) {
  const filtered = items.filter(i => i.active);
  return <List data={filtered} />;
}","","filtered is a new array reference on every render, so if List is memoized (React.memo), it will still re-render every time since the prop reference always changes; fix with useMemo.","Deriving a new array/object inline defeats reference-equality checks used by memoization, causing unnecessary re-renders of memoized children."
"915b0508-69f9-4473-8b25-d7729cfee6b6","SQL / Databases","beginner","mcq","Which SQL clause is used to filter rows before grouping?","[""HAVING"", ""WHERE"", ""GROUP BY"", ""ORDER BY""]","WHERE","WHERE filters individual rows before any GROUP BY aggregation occurs; HAVING filters after grouping."
"f11e327f-b4f8-4001-bd45-5a1846be5b86","SQL / Databases","beginner","mcq","What does the PRIMARY KEY constraint enforce?","[""Uniqueness and non-null values for a column"", ""Only uniqueness"", ""Only non-null"", ""Foreign key relationships""]","Uniqueness and non-null values for a column","A primary key uniquely identifies each row and implicitly disallows NULL values."
"ce49bd96-f76e-4e42-b1f7-37748bc99d60","SQL / Databases","beginner","mcq","Which JOIN returns all rows from the left table and matched rows from the right table?","[""INNER JOIN"", ""RIGHT JOIN"", ""LEFT JOIN"", ""CROSS JOIN""]","LEFT JOIN","LEFT JOIN keeps every row from the left table, filling unmatched right-table columns with NULL."
"11464c21-29ac-4162-848b-d291df634e3e","SQL / Databases","beginner","text","What is the difference between DELETE and TRUNCATE?","","DELETE removes rows one at a time, can use a WHERE clause, and is logged/rollback-able; TRUNCATE removes all rows at once, resets identity, and is typically faster but not conditionally filterable.","TRUNCATE is a DDL operation that deallocates data pages, while DELETE is a DML operation logged row-by-row."
"494856ca-0bdb-4536-87b1-bfbc6b438502","SQL / Databases","beginner","mcq","Which SQL keyword removes duplicate rows from a result set?","[""UNIQUE"", ""DISTINCT"", ""FILTER"", ""GROUP""]","DISTINCT","SELECT DISTINCT eliminates duplicate rows from the query result."
"ad53212f-5a38-40ab-9673-cf99d872f6ca","SQL / Databases","beginner","code","What does this query return?
SELECT department, COUNT(*) FROM employees GROUP BY department HAVING COUNT(*) > 5;","","Departments that have more than 5 employees, along with their employee counts.","GROUP BY aggregates rows per department, and HAVING filters those aggregated groups to only ones with a count greater than 5."
"16eca6a7-b479-4ed5-8a17-2c3a95b57f3d","SQL / Databases","beginner","mcq","What does a FOREIGN KEY constraint enforce?","[""That a column's values match a primary/unique key in another table"", ""That a column is always unique"", ""That a column cannot be null"", ""That a column is auto-incremented""]","That a column's values match a primary/unique key in another table","Foreign keys maintain referential integrity by requiring values to correspond to existing keys in a referenced table."
"d4365926-5fae-4acc-9979-0ede33ebc41b","SQL / Databases","intermediate","code","What's wrong with this query if you want each customer's total order amount, even for customers with zero orders?
SELECT c.name, SUM(o.amount)
FROM customers c
INNER JOIN orders o ON c.id = o.customer_id
GROUP BY c.name;","","INNER JOIN excludes customers with no matching orders; should use LEFT JOIN and COALESCE(SUM(o.amount), 0) to include them.","INNER JOIN only returns rows with matches in both tables, so customers without any orders are dropped entirely."
"d344d3dd-1030-4429-a0ba-1fd959d2b477","SQL / Databases","intermediate","mcq","What is a database index primarily used for?","[""Speeding up data retrieval at the cost of extra storage and slower writes"", ""Enforcing uniqueness only"", ""Reducing storage size"", ""Encrypting data""]","Speeding up data retrieval at the cost of extra storage and slower writes","Indexes create auxiliary structures (often B-trees) to speed up lookups, but they add overhead on inserts/updates/deletes."
"116aa0f2-2d1a-4e5f-ade4-9ef383f221d8","SQL / Databases","intermediate","text","What is database normalization and why is it used?","","Normalization organizes data to reduce redundancy and improve integrity by decomposing tables according to normal forms (1NF, 2NF, 3NF, etc.).","It minimizes data duplication and update anomalies by structuring relations around functional dependencies."
"f970fb5e-f45d-4313-9137-84ed8210684b","SQL / Databases","intermediate","mcq","What isolation level prevents dirty reads but allows non-repeatable reads?","[""READ UNCOMMITTED"", ""READ COMMITTED"", ""SERIALIZABLE"", ""REPEATABLE READ""]","READ COMMITTED","READ COMMITTED ensures a transaction only sees committed data, but rows read can still change if re-queried within the same transaction."
"737bcbf2-97a1-45a4-b7c9-e4d3eea1a389","SQL / Databases","intermediate","code","What does this window function query compute?
SELECT name, salary,
  RANK() OVER (PARTITION BY department ORDER BY salary DESC) AS rnk
FROM employees;","","It ranks employees by salary in descending order within each department, assigning tied ranks the same number and skipping subsequent ranks.","PARTITION BY resets ranking per department, and RANK() gives equal values the same rank with gaps for ties."
"c9e271a2-b408-4d34-bf76-826f138a8892","SQL / Databases","intermediate","mcq","What does ACID stand for in database transactions?","[""Atomicity, Consistency, Isolation, Durability"", ""Aggregation, Concurrency, Integrity, Distribution"", ""Atomicity, Concurrency, Indexing, Durability"", ""Availability, Consistency, Isolation, Distribution""]","Atomicity, Consistency, Isolation, Durability","These four properties guarantee reliable processing of database transactions."
"f3e4f4fc-4204-4457-a25e-34a357515804","SQL / Databases","advanced","text","Explain the difference between a clustered and a non-clustered index.","","A clustered index determines the physical storage order of table rows (only one per table); a non-clustered index is a separate structure with pointers back to the row data (multiple allowed per table).","Clustered indexes reorder actual data pages, while non-clustered indexes maintain a separate lookup structure referencing row locations."
"a10282f4-7f9c-4f5d-8ec0-2e9df199d6a3","SQL / Databases","advanced","code","This query is slow on a large table despite an index on 'created_at'. Why?
SELECT * FROM logs WHERE YEAR(created_at) = 2024;","","Wrapping the indexed column in a function (YEAR()) prevents the optimizer from using the index (non-sargable); rewrite as created_at >= '2024-01-01' AND created_at < '2025-01-01'.","Applying a function to an indexed column forces a full scan since the index is built on raw column values, not the function's output."
"69035a97-db50-4a63-9f57-a382411eda07","SQL / Databases","advanced","mcq","What is a deadlock in database systems?","[""Two or more transactions waiting on locks held by each other, none able to proceed"", ""A crashed database server"", ""A query that never terminates due to a syntax error"", ""A transaction that reads uncommitted data""]","Two or more transactions waiting on locks held by each other, none able to proceed","A deadlock is a circular lock-wait condition; the DBMS typically detects it and aborts one transaction to break the cycle."
"c73e6392-c95a-473d-aee2-5cf83b24ae86","SQL / Databases","advanced","mcq","In query execution plans, what does a 'full table scan' generally indicate?","[""The optimizer is reading every row because no suitable index exists or is used"", ""The query used the primary key efficiently"", ""The table is empty"", ""An index was used optimally""]","The optimizer is reading every row because no suitable index exists or is used","A full scan reads the entire table sequentially, often signaling missing indexes or non-sargable predicates."
"202a76c0-4bd2-47c8-974f-8546653ed6fa","SQL / Databases","advanced","text","What is the difference between horizontal and vertical database sharding/partitioning?","","Horizontal sharding splits rows across multiple databases/servers by key ranges or hashes; vertical partitioning splits columns of a table across different stores.","Horizontal partitioning scales by distributing records, while vertical partitioning separates columns, often by access pattern or size."
"979d28d5-84a4-4027-9b2d-565f783b8207","SQL / Databases","advanced","code","What does this CTE query do?
WITH RECURSIVE subs AS (
  SELECT id, manager_id FROM employees WHERE id = 1
  UNION ALL
  SELECT e.id, e.manager_id FROM employees e JOIN subs s ON e.manager_id = s.id
)
SELECT * FROM subs;","","It recursively finds all employees reporting (directly or indirectly) to employee id 1, traversing the management hierarchy downward.","The recursive CTE repeatedly joins new rows whose manager_id matches previously found ids, building the full subordinate tree."
"1cfa65a0-217c-4bff-aa34-69fe5c7f5dfd","SQL / Databases","advanced","mcq","What is the main trade-off of denormalizing a database schema?","[""Improved read performance at the cost of data redundancy and update complexity"", ""Reduced storage with no downsides"", ""Always slower reads"", ""Guarantees strong consistency""]","Improved read performance at the cost of data redundancy and update complexity","Denormalization duplicates data to avoid joins, speeding reads but increasing risk of anomalies and more complex writes."
"1d48481e-41c3-4c92-b5b6-748648a91e3a","Data Structures & Algorithms","beginner","mcq","What is the time complexity of accessing an element by index in an array?","[""O(1)"", ""O(n)"", ""O(log n)"", ""O(n^2)""]","O(1)","Arrays support direct indexed memory access, making element retrieval constant time."
"0eb47548-dec4-4cbd-b048-618fd758e6d6","Data Structures & Algorithms","beginner","mcq","Which data structure uses LIFO (Last In, First Out) ordering?","[""Queue"", ""Stack"", ""Linked List"", ""Heap""]","Stack","A stack pushes and pops from the same end, so the last inserted element is the first removed."
"52d6d118-9374-44e9-a291-a79b2b2ed600","Data Structures & Algorithms","beginner","mcq","What is the time complexity of binary search on a sorted array of size n?","[""O(n)"", ""O(log n)"", ""O(n log n)"", ""O(1)""]","O(log n)","Binary search halves the search space each iteration, giving logarithmic time complexity."
"eab2c6de-b67b-4c92-8822-0cc0ca54f444","Data Structures & Algorithms","beginner","text","What is the difference between a stack and a queue?","","A stack is LIFO (last-in, first-out), while a queue is FIFO (first-in, first-out).","Stacks remove the most recently added item first; queues remove the oldest added item first."
"d0658eae-afae-4bbb-866f-166f5718a97b","Data Structures & Algorithms","beginner","mcq","What is the worst-case time complexity of Bubble Sort?","[""O(n)"", ""O(n log n)"", ""O(n^2)"", ""O(log n)""]","O(n^2)","Bubble sort compares and swaps adjacent elements repeatedly, resulting in quadratic time in the worst case."
"498bd33a-5412-42bc-9562-6ab7d7cf8e72","Data Structures & Algorithms","beginner","code","What does this function return for arr = [3, 1, 4, 1, 5]?
def find_max(arr):
    m = arr[0]
    for x in arr:
        if x > m:
            m = x
    return m","","5","The function iterates through the array tracking the largest value seen, which is 5 in this list."
"a8ec1e41-c7d5-41a5-84e1-c6abfcb8bceb","Data Structures & Algorithms","beginner","mcq","In a singly linked list, what does each node typically store?","[""Data and a pointer to the next node"", ""Only data"", ""Data and pointers to both next and previous nodes"", ""An index into an array""]","Data and a pointer to the next node","A singly linked list node holds its value plus a single reference to the next node in sequence."
"1f038709-cc56-4f36-80c8-9be1e27b23db","Data Structures & Algorithms","intermediate","code","What is the time complexity of this function, and what does it do?
def mystery(arr):
    seen = set()
    for x in arr:
        if x in seen:
            return True
        seen.add(x)
    return False","","O(n) time; it checks whether the array contains any duplicate elements using a hash set.","Set lookups and insertions are O(1) average, so a single pass over n elements gives overall O(n) time."
